complaint_id,date_received,product,issue,consumer_complaint_narrative,company,state,submitted_via,company_response_to_consumer,timely_response,consumer_disputed
3001626,2023-08-20,Student loan,Dealing with your lender or servicer,This has been an ongoing problem. My student loan servicer will not respond to my repeated requests about my repayment plan. This has caused significant stress.,Acme Financial Services,AZ,Web,Closed with explanation,Yes,Yes
3001627,2023-04-08,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I would like to report the following issue. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation.,Union Point Financial,IN,Postal mail,In progress,Yes,Yes
3001628,2024-08-23,Student loan,Dealing with your lender or servicer,I am writing to file a complaint. I applied for an income-driven repayment plan and my servicer never processed it correctly. I would appreciate a prompt resolution.,Northgate Bank,NJ,Postal mail,Closed with explanation,Yes,No
3001629,2023-12-08,Mortgage,Trouble during payment process,"To whom it may concern, My mortgage servicer misapplied my monthly payment and then charged me a late fee.",Union Point Financial,TN,Phone,Closed with monetary relief,Yes,No
3001630,2024-02-06,"Money transfer, virtual currency, or money service",Fraud or scam,I am writing to file a complaint. Someone used my account to send a fraudulent money transfer and the company will not refund me. Please investigate this matter.,Harbor Trust Bank,WI,Phone,Closed with non-monetary relief,Yes,No
3001631,2023-04-22,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,I am writing to file a complaint. There is an account on my credit report that does not belong to me and I have disputed it multiple times. This has caused significant stress.,Cedarbrook Bank,MI,Referral,Closed with non-monetary relief,Yes,Yes
3001632,2025-02-13,Checking or savings account,Opening an account,I was denied the ability to open a basic checking account without a clear reason given. Please investigate this matter.,Pinnacle Servicing LLC,OH,Referral,Closed with non-monetary relief,Yes,Yes
3001633,2024-03-04,Debt collection,Written notification about debt,I would like to report the following issue. The collection agency threatened legal action that they have no authority to actually pursue. This has caused significant stress.,Northgate Bank,FL,Phone,Closed with explanation,Yes,No
3001634,2025-03-07,Student loan,Struggling to repay your loan,I would like to report the following issue. My student loan servicer will not respond to my repeated requests about my repayment plan. I would appreciate a prompt resolution.,Harbor Trust Bank,GA,Postal mail,Closed without relief,Yes,No
3001635,2023-04-30,Checking or savings account,Problem caused by your funds being low,My account was overdrawn due to a hold the bank placed without telling me in advance. I would appreciate a prompt resolution.,Summit Card Services,AZ,Web,Closed with explanation,Yes,Yes
3001636,2024-02-12,Debt collection,Attempts to collect debt not owed,I would like to report the following issue. I am being contacted about a debt that I already paid off two years ago and have receipts to prove it.,Vantage Capital Partners,FL,Web,Closed without relief,Yes,No
3001637,2025-02-25,Debt collection,Communication tactics,I am writing to file a complaint. The collection agency threatened legal action that they have no authority to actually pursue. Please investigate this matter.,Redwood Lending Group,NC,Phone,Closed with monetary relief,Yes,No
3001638,2024-05-12,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,This has been an ongoing problem. A company pulled my credit report without my permission for a purpose I never authorized. I would appreciate a prompt resolution.,Union Point Financial,AZ,Email,Closed with non-monetary relief,Yes,No
3001639,2023-04-29,Mortgage,Trouble during payment process,I would like to report the following issue. My mortgage servicer misapplied my monthly payment and then charged me a late fee. I would appreciate a prompt resolution.,Redwood Lending Group,MI,Email,Closed with explanation,Yes,No
3001640,2024-05-03,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I would like to report the following issue. A company charged my account for a transfer I never initiated or approved. Please investigate this matter.,Cedarbrook Bank,IN,Referral,Closed without relief,Yes,No
3001641,2023-02-24,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"My credit report shows a late payment that was never late, I have proof of on time payment. I would appreciate a prompt resolution.",Northgate Bank,VA,Postal mail,Closed with explanation,Yes,No
3001642,2024-08-10,Mortgage,Trouble during payment process,I would like to report the following issue. My mortgage servicer misapplied my monthly payment and then charged me a late fee. This has caused significant stress.,Summit Card Services,CA,Fax,Closed without relief,Yes,Yes
3001643,2025-06-09,Credit card or prepaid card,Fees or interest,I was charged an overdraft and interest fee that was never disclosed to me when I opened the account.,Coastal Credit Union,MO,Fax,In progress,Yes,No
3001644,2024-08-16,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.,Pinnacle Servicing LLC,MD,Referral,Closed with non-monetary relief,Yes,No
3001645,2023-06-29,Credit card or prepaid card,Problem with a purchase shown on your statement,There is a charge on my card statement for a purchase I never made or authorized. Please investigate this matter.,Redwood Lending Group,NY,Referral,Closed with non-monetary relief,Yes,No
3001646,2024-02-22,Credit card or prepaid card,Fees or interest,This has been an ongoing problem. I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. I would appreciate a prompt resolution.,Vantage Capital Partners,CA,Email,Closed without relief,Yes,No
3001647,2024-10-19,Debt collection,Communication tactics,"This has been an ongoing problem. I am receiving multiple collection calls per day, well beyond what is allowed under regulation. I would appreciate a prompt resolution.",Union Point Financial,PA,Fax,Closed with non-monetary relief,No,Yes
3001648,2024-10-27,Credit card or prepaid card,Fees or interest,I would like to report the following issue. I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. This has caused significant stress.,Redwood Lending Group,IN,Referral,In progress,Yes,Yes
